university,career,inscription_date,first_name,last_name,gender,age,postal_code,location,email
universidad-j.-f.-kennedy,ingeniería-electrónica,2020-12-28,deborah,green,f,25.0,8214,COLONIA CAZAUX,linda47@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-11-07,jeremy,evans,m,-22.0,3087,FELICIA,noah83@hotmail.com
universidad-j.-f.-kennedy,actuario-,2020-10-08,adam,williams,m,12.0,3454,BAÑADO SAN ANTONIO,jackie04@gmail.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2020-10-21,dawn,fleming,f,-10.0,3641,ARROYO SECO,craigarmstrong@gmail.com
universidad-j.-f.-kennedy,medicina,2021-01-12,nicole,palmer,f,12.0,6221,CEBALLOS,psantana@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-antropológicas,2020-09-15,robert,stafford,m,-31.0,1605,CARAPACHAY,egarcia@gmail.com
universidad-j.-f.-kennedy,diseño-de-imagen-y-sonido,2020-11-07,jack,schwartz,m,-14.0,2456,ESMERALDA,elizabethalexander@gmail.com
universidad-j.-f.-kennedy,agronomía,2021-01-03,nathaniel,garcia,m,19.0,2848,BERISSO,candacerichardson@yahoo.com
universidad-j.-f.-kennedy,bioquímica,2020-10-25,ashley,dean,f,3.0,1682,MARTIN CORONADO,wileywilliam@hotmail.com
universidad-j.-f.-kennedy,ingeniería-electrónica,2020-09-18,michelle,bass,f,-31.0,4105,ABRA DEL TAFI,wgeorge@hotmail.com
universidad-j.-f.-kennedy,diseño-industrial,2021-01-25,randy,bright,m,44.0,8520,AGUADA DEL LORO,terrilewis@hotmail.com
universidad-j.-f.-kennedy,farmacia,2020-09-30,joseph,wells,m,-21.0,1838,LUIS GUILLON,xcampbell@yahoo.com
universidad-j.-f.-kennedy,diseño-de-imagen-y-sonido,2020-09-27,steven,oneill,m,26.0,5313,ESTACION MAZAN,kirbymatthew@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-12-20,jane,brewer,f,2.0,5575,ANDRADE,jeremy05@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-gestión-de-agroalimentos,2020-10-18,michael,klein,m,19.0,3263,1 DE MAYO,morrisanna@yahoo.com
universidad-j.-f.-kennedy,contador-público-,2020-10-20,vincent,king,m,-45.0,2821,ARROYO DEL CURA,rebeccawilliams@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2020-09-27,wesley,kelly,m,-39.0,5563,AGUA AMARGA,xchavez@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-sociología-,2020-11-24,jennifer,baker,f,-19.0,6555,ALFALAD,wolfenathaniel@gmail.com
universidad-j.-f.-kennedy,medicina,2020-11-30,bryan,bryant,m,52.0,1917,LUIS CHICO,jenna23@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2021-01-18,adam,juarez,m,24.0,5519,ALTO DE LAS ARAÑAS,harryparks@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-musicoterapia,2020-12-25,justin,young,m,21.0,6559,RECALDE,zarmstrong@gmail.com
universidad-j.-f.-kennedy,medicina,2020-09-18,michael,barker,m,44.0,6712,CORTINES,karen06@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-relaciones-del-trabajo-,2021-01-24,mike,roth,m,-23.0,6065,BLAQUIER,qwright@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-producción-de-bioimagenes,2020-12-15,christopher,williams,m,40.0,6013,BAIGORRITA,robertgarcia@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-gestión-de-agroalimentos,2020-10-13,seth,moore,m,7.0,1846,ADROGUE,johnsondavid@gmail.com
universidad-j.-f.-kennedy,bioquímica,2020-10-08,tracy,collins,f,-8.0,5509,AGRELO,garciajoseph@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-11-16,aaron,gallagher,m,23.0,1686,HURLINGHAM,wjohnson@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-sociología-,2021-02-01,kristen,adkins,f,42.0,8315,ACHICO,munozisabella@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-educación-,2020-12-29,janet,dennis,f,29.0,4139,AGUA AMARILLA LA HOYADA,amber49@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2020-10-23,anne,rogers,f,-20.0,6000,BARRIO CAROSIO,philipcantu@hotmail.com
universidad-j.-f.-kennedy,arquitectura,2021-01-18,terry,kelley,m,-23.0,1770,ALDO BONZI,wayne71@yahoo.com
universidad-j.-f.-kennedy,arquitectura,2021-01-25,susan,alexander,f,3.0,1712,CASTELAR,heidi91@gmail.com
universidad-j.-f.-kennedy,medicina,2020-12-28,raymond,lee,m,15.0,3074,COLONIA EL SIMBOL,williamryan@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-11-15,russell,colon,m,41.0,4724,AGUA COLORADA,acuevas@gmail.com
universidad-j.-f.-kennedy,agronomía,2020-11-12,sean,wright,m,40.0,7201,COLMAN,corysmith@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-09-28,chelsea,thomas,f,27.0,1771,MERCADO CENTRAL,uhardy@hotmail.com
universidad-j.-f.-kennedy,medicina,2020-11-12,amy,torres,f,2.0,1804,CANNING,alexander88@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-producción-de-bioimagenes,2020-12-01,leah,watkins,f,-7.0,8142,COLONIA BARGA,leemelissa@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-antropológicas,2020-11-24,deborah,harper,f,-28.0,3534,COLONIA EL AGUARA,kelsey05@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-geológicas,2021-01-10,edgar,graham,m,17.0,3561,AVELLANEDA,monicalamb@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-09-27,maria,elliott,f,19.0,5881,CAÑADA LA NEGRA,ryan91@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-política-,2020-09-15,henry,palmer,m,-45.0,2846,ANAHI,samuel00@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-11-02,rebecca,mckenzie,f,-38.0,6550,BOLIVAR,whitneylauren@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-planificación-y-diseño-del-paisaje,2020-10-29,pamela,mcfarland,f,8.0,9113,FLORENTINO AMEGHINO,carol67@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2020-12-26,leslie,freeman,f,19.0,6335,GRACIARENA,uhumphrey@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-ambientales,2020-11-04,luis,underwood,m,22.0,5411,LA LEGUA,brewerteresa@gmail.com
universidad-j.-f.-kennedy,arquitectura,2020-11-23,frank,davidson,m,46.0,2132,AERO CLUB ROSARIO,uadams@gmail.com
universidad-j.-f.-kennedy,arquitectura,2020-09-24,kimberly,blair,f,8.0,5329,AMUSCHINA,dgross@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-planificación-y-diseño-del-paisaje,2021-01-26,anna,sanders,f,1.0,5573,COLONIA DELFINO,pagenatalie@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-kinesiología-y-fisiatría,2020-11-27,justin,anderson,m,22.0,8506,BAHIA SAN BLAS,blairlisa@hotmail.com
universidad-j.-f.-kennedy,diseño-de-imagen-y-sonido,2021-01-01,mary,wells,f,-44.0,1871,DOCK SUD,schmittlorraine@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-relaciones-del-trabajo-,2020-11-04,christine,carter,f,15.0,3234,BONPLAND,martinezcarrie@gmail.com
universidad-j.-f.-kennedy,agronomía,2021-01-04,david,vaughan,m,-9.0,6740,CHACABUCO,jennifer28@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2020-12-26,jacob,owens,m,22.0,1925,DESTILERIA FISCAL,cmendoza@hotmail.com
universidad-j.-f.-kennedy,ciencias-veterinarias,2020-09-20,steven,wood,m,50.0,1816,COLONIA SANTA ROSA,kentross@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-musicoterapia,2021-01-06,anthony,charles,m,24.0,2512,CAMPO CHARO,vazquezkathleen@hotmail.com
universidad-j.-f.-kennedy,diseño-de-imagen-y-sonido,2020-10-12,jeanne,hatfield,f,14.0,2505,CAMPO LA RIVIERE,jenniferjackson@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-12-04,mary,smith,f,44.0,1931,PUNTA LARA,zyoung@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-09-05,tiffany,steele,f,7.0,4113,ACOSTILLA,nicholas96@gmail.com
universidad-j.-f.-kennedy,arquitectura,2020-10-10,patricia,miller,f,42.0,4129,CAÑADA,meghan97@yahoo.com
universidad-j.-f.-kennedy,actuario-,2020-09-17,daniel,diaz,m,36.0,3450,8 DE DICIEMBRE,thomas44@gmail.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2021-01-12,kelly,hernandez,f,28.0,6405,30 DE AGOSTO,browngabrielle@gmail.com
universidad-j.-f.-kennedy,ingeniería-mecánica,2020-11-14,lisa,chandler,f,31.0,1812,CARLOS SPEGAZZINI,arobinson@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-09-24,alyssa,gonzalez,f,-1.0,1885,GUILLERMO E HUDSON,harrisjoseph@gmail.com
universidad-j.-f.-kennedy,actuario-,2020-12-07,james,horne,m,37.0,5711,ANGELITA,murraydebra@gmail.com
universidad-j.-f.-kennedy,actuario-,2020-11-07,melissa,vargas,f,-32.0,4128,EL CARMEN,kacosta@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-ambientales,2020-09-02,levi,perry,m,22.0,5381,BELLA VISTA,pmorrison@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-musicoterapia,2020-10-21,raven,salazar,f,-46.0,8214,COLONIA CAZAUX,mary67@hotmail.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2020-12-02,stephanie,cruz,f,-39.0,8180,COLONIA DR GDOR UDAONDO,amandarice@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2020-12-07,scott,hall,m,38.0,3057,ESTANCIA LAS GAMAS,wbarry@hotmail.com
universidad-j.-f.-kennedy,medicina,2020-10-26,kenneth,williams,m,12.0,3007,EMPALME SAN CARLOS,kholloway@yahoo.com
universidad-j.-f.-kennedy,farmacia,2020-09-21,suzanne,harrell,f,-42.0,5771,ALANICES,glenda60@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2021-01-15,anthony,reed,m,39.0,8160,FORTIN CHACO,jennifer68@yahoo.com
universidad-j.-f.-kennedy,diseño-industrial,2020-10-22,anthony,murphy,m,7.0,2609,COLONIA MORGAN,trevor94@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-10-29,john,castillo,m,-31.0,3265,ARROYO CARABALLO,juliawilliams@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-gestión-de-agroalimentos,2020-10-22,jessica,henry,f,35.0,6538,LA DORITA,jameslane@hotmail.com
universidad-j.-f.-kennedy,ingeniería-electrónica,2021-01-12,holly,fitzgerald,f,15.0,9050,GOBERNADOR MOYANO,misty84@yahoo.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2021-01-10,jennifer,moore,f,-19.0,5276,BALDES DE PACHECO,cameron61@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-gestión-de-agroalimentos,2020-10-14,darlene,davis,f,14.0,6311,CAMPO DE LOS TOROS,williammiller@hotmail.com
universidad-j.-f.-kennedy,diseño-de-imagen-y-sonido,2020-11-06,brendan,cook,m,49.0,5511,GENERAL GUTIERREZ,robertcook@gmail.com
universidad-j.-f.-kennedy,ciencias-veterinarias,2020-12-26,derrick,mccarthy,m,-23.0,2201,RICARDONE,james59@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-kinesiología-y-fisiatría,2020-09-02,erin,kim,f,-17.0,7214,CACHARI,jessicajones@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2020-09-25,matthew,baker,m,-33.0,2119,ARMINDA,qjacobs@hotmail.com
universidad-j.-f.-kennedy,farmacia,2020-10-10,patricia,morse,f,-14.0,4542,EL PALMAR DE SAN FRANCISCO,dillonpace@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2020-10-28,rachel,becker,f,-3.0,5592,EL CARBALINO,jennamiller@yahoo.com
universidad-j.-f.-kennedy,agronomía,2020-09-12,christopher,friedman,m,10.0,6443,ARANO,teresastephens@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-10-23,taylor,peterson,m,-32.0,1713,BARRIO PARQUE LELOIR,sydney11@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-gestión-de-agroalimentos,2020-10-12,nicholas,phelps,m,16.0,3362,1 DE MAYO,timothywilliamson@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-10-18,david,caldwell,m,10.0,3372,CATARATAS DEL IGUAZU,amy31@yahoo.com
universidad-j.-f.-kennedy,farmacia,2020-09-26,amy,waters,f,-28.0,1858,VILLA NUMANCIA,chambersnicole@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-musicoterapia,2020-09-08,veronica,evans,f,-29.0,3445,9 DE JULIO,rodriguezheather@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-planificación-y-diseño-del-paisaje,2021-01-18,logan,black,m,1.0,1919,BASE AERONAVAL PUNTA INDIO,baileybradley@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-sociología-,2021-01-13,scott,flores,m,6.0,7630,HOSPITAL NECOCHEA,wesleymcgrath@gmail.com
universidad-j.-f.-kennedy,técnico-para-bioterios-,2020-12-13,nicole,watson,f,14.0,3248,CARAGUATA,jacksondanielle@hotmail.com
universidad-j.-f.-kennedy,diseño-de-imagen-y-sonido,2020-12-13,daniel,edwards,m,-42.0,5315,CALERA LA NORMA,amandaherrera@gmail.com
universidad-j.-f.-kennedy,farmacia,2020-09-10,matthew,adams,m,-41.0,3332,CAPIOVI,kimberly59@gmail.com
universidad-j.-f.-kennedy,diseño-de-imagen-y-sonido,2020-09-28,david,hayes,m,34.0,5301,AGUA BLANCA,amanda46@hotmail.com
universidad-j.-f.-kennedy,diseño-industrial,2020-11-19,michael,wilson,m,31.0,1704,RAMOS MEJIA,nicole14@yahoo.com
universidad-j.-f.-kennedy,farmacia,2021-01-23,mark,walter,m,-26.0,9007,EL JAGUEL,wrightjuan@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-11-29,adam,oliver,m,11.0,5633,OCHENTA Y CUATRO,mprice@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2021-01-26,shane,wilkins,m,51.0,3585,EL SOMBRERITO,meyersandrew@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-12-03,heather,diaz,f,-35.0,8318,CHALLACO,john85@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2021-01-05,emily,brown,f,45.0,6077,ENCINA,lucasmeyer@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-kinesiología-y-fisiatría,2020-12-25,patrick,aguirre,m,42.0,3565,ARROYO DEL REY,codystanley@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-producción-de-bioimagenes,2021-01-03,stephanie,carter,f,-33.0,3051,ALEJANDRA,latoya50@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-relaciones-del-trabajo-,2020-12-30,jessica,smith,f,-7.0,2345,CAMPO BOTTO,boothpatty@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-09-08,frank,wilson,m,41.0,6031,DE BRUYN,itaylor@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-artes,2020-10-24,terry,ward,m,-6.0,3563,COLONIA SAN MANUEL,ftaylor@hotmail.com
universidad-j.-f.-kennedy,medicina,2020-09-28,tracie,mccoy,f,2.0,6022,LA ORIENTAL,htorres@gmail.com
universidad-j.-f.-kennedy,contador-público-,2021-01-30,rebekah,murphy,f,-23.0,3332,CAPIOVI,autumngarcia@hotmail.com
universidad-j.-f.-kennedy,contador-público-,2021-01-01,robert,jenkins,m,4.0,7113,LA LUCILA DEL MAR,karinaramirez@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-relaciones-del-trabajo-,2020-10-14,dr.,kimberly,f,38.0,8301,PLANICIE BANDERITA,zmoody@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-12-23,gabrielle,jones,f,43.0,4111,AGUADA,rebekah51@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-10-27,erica,lee,f,-25.0,2318,AURELIA,iwashington@hotmail.com
universidad-j.-f.-kennedy,ingeniería-electrónica,2020-12-10,tara,jackson,f,9.0,4184,BUSTAMANTE,blackrhonda@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-geológicas,2020-12-02,amber,ingram,f,47.0,4728,CHUMBICHA,adrianamiller@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-y-tecnología-de-alimentos,2021-01-02,jesse,watts,m,16.0,4242,25 DE MAYO,melissahall@hotmail.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2020-12-08,tasha,gaines,f,-47.0,7220,FUNKE,heathermann@hotmail.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2020-11-17,reginald,nelson,m,30.0,2722,WHEELWRIGHT,donna03@gmail.com
universidad-j.-f.-kennedy,ciencias-veterinarias,2020-12-08,deanna,gibson,f,51.0,2639,BERABEVU,herringjason@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-ambientales,2020-12-15,holly,bennett,f,32.0,9019,AGUADA ESCONDIDA,sherry76@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-musicoterapia,2020-10-03,tony,garcia,m,-3.0,3536,BOCAS,vrogers@hotmail.com
universidad-j.-f.-kennedy,diseño-industrial,2020-10-18,derek,stewart,m,-15.0,6437,ALAMOS,andrea07@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-educación-,2020-12-18,anthony,hamilton,m,10.0,3471,ALEN CUE,leemichael@yahoo.com
universidad-j.-f.-kennedy,contador-público-,2021-01-25,jack,rangel,m,-44.0,4101,AGUA NEGRA,david06@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2020-12-28,patricia,moore,f,-1.0,1748,GENERAL RODRIGUEZ,paynenancy@hotmail.com
universidad-j.-f.-kennedy,contador-público-,2021-01-16,taylor,perry,m,36.0,3507,LA EDUVIGIS,guerrastephen@hotmail.com
universidad-j.-f.-kennedy,arquitectura,2021-01-27,duane,daniel,m,1.0,3460,ARROYO CASTILLO,joshua57@gmail.com
universidad-j.-f.-kennedy,arquitectura,2020-12-01,gloria,casey,f,-8.0,3376,GOBERNADOR LANUSSE,jmartin@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-psicología,2020-09-04,robert,brown,m,33.0,7535,PONTAUT,ukramer@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-09-27,stephanie,dawson,f,-7.0,3214,ESTACION YERUA,bakerjoseph@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-kinesiología-y-fisiatría,2020-11-08,tamara,paul,f,3.0,9101,ALTO DE LAS PLUMAS,matthewrodriguez@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-geológicas,2021-01-20,brad,hull,m,-17.0,3318,BONPLAND NORTE,jennifer93@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-educación-,2021-01-03,dr.,mindy,f,46.0,1766,TABLADA,sean16@gmail.com
universidad-j.-f.-kennedy,farmacia,2020-10-13,catherine,schroeder,f,42.0,2823,AERO CLUB CANAL,ashleypeters@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-10-26,amy,carlson,f,47.0,2146,CLASON,austin96@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-kinesiología-y-fisiatría,2020-09-05,christopher,maynard,m,-11.0,5567,LA CAÑADA,jacobwoods@gmail.com
universidad-j.-f.-kennedy,ingeniería-mecánica,2020-09-06,shelby,johnson,f,37.0,9039,HITO 45,apatel@hotmail.com
universidad-j.-f.-kennedy,ciencias-veterinarias,2021-01-19,tara,vargas,f,30.0,4603,CATAMONTAÑA,melanie18@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-ambientales,2020-09-07,zachary,cook,m,-47.0,6500,9 DE JULIO,grodgers@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-kinesiología-y-fisiatría,2020-12-23,steven,vance,m,47.0,2615,LA GAMA,kellyalicia@gmail.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2021-01-04,kathy,campbell,f,-42.0,7021,ALZAGA,johnathan93@gmail.com
universidad-j.-f.-kennedy,medicina,2020-11-27,kaitlin,sparks,f,38.0,5551,ESTACION USPALLATA,nathan85@yahoo.com
universidad-j.-f.-kennedy,ingeniería-en-informática,2021-01-09,diane,mayer,f,-32.0,4651,AGUA DE CASTILLA,jordanjennifer@yahoo.com
universidad-j.-f.-kennedy,actuario-,2020-11-30,rebecca,ross,f,5.0,8185,CAMPO DEL NORTE AMERICANO,jamielindsey@yahoo.com
universidad-j.-f.-kennedy,técnico-para-bioterios-,2021-01-31,kimberly,williams,f,10.0,1858,VILLA NUMANCIA,wharvey@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-política-,2020-12-05,jamie,rogers,f,11.0,4542,EL PALMAR DE SAN FRANCISCO,hfarrell@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2020-12-10,ryan,white,m,13.0,2512,CAMPO CHARO,grahamdylan@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-planificación-y-diseño-del-paisaje,2021-01-23,david,dean,m,42.0,2919,COPACABANA,rjones@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-sociología-,2020-09-25,ashley,johnson,f,-34.0,2000,VILLA ANGELICA,lopezrichard@gmail.com
universidad-j.-f.-kennedy,diseño-industrial,2020-11-15,anna,cummings,f,21.0,2443,COLONIA MARGARITA,pittsdavid@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-antropológicas,2020-12-24,diane,hamilton,f,-36.0,8171,ESPARTILLAR,john49@gmail.com
universidad-j.-f.-kennedy,bioquímica,2020-11-20,alicia,smith,f,-16.0,5549,AGUA DE LOS MANANTIALES,mistymontes@yahoo.com
universidad-j.-f.-kennedy,actuario-,2021-01-04,jenna,cisneros,f,22.0,3363,25 DE MAYO,timothy73@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-11-03,brittany,martinez,f,45.0,5645,EL CENIZO,matthewjohnson@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-educación-,2020-12-09,william,warren,m,-18.0,2802,LOMAS DEL RIO LUJAN,laurenquinn@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-musicoterapia,2020-12-15,lori,hoffman,f,8.0,8208,CAMPO CICARE,savagedaniel@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-musicoterapia,2021-01-18,mr.,jacob,m,39.0,2115,COLONIA VALDEZ,hlee@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-biológicas,2020-09-14,dawn,poole,f,-44.0,8373,ALIANZA,scottjenkins@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-12-12,tim,craig,m,4.0,6407,GIRODIAS,masonheather@yahoo.com
universidad-j.-f.-kennedy,bioquímica,2020-11-13,curtis,villarreal,m,-39.0,2500,CAÑADA DE GOMEZ,curryautumn@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-ciencias-de-la-computación,2020-11-02,alejandra,vargas,f,42.0,2617,SANCTI SPIRITU,tinanelson@yahoo.com
universidad-j.-f.-kennedy,ciencias-veterinarias,2020-11-22,ryan,turner,m,-9.0,1757,GREGORIO DE LAFERRERE,jamesnguyen@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-sociología-,2020-09-14,shannon,campbell,f,-34.0,7169,JUANCHO,dbenjamin@yahoo.com
universidad-j.-f.-kennedy,licenciatura-en-administración-,2020-10-31,robert,fowler,m,-34.0,2723,ESTANCIA LAS GAMAS,fcoleman@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-sociología-,2020-12-20,ashley,hill,f,3.0,7513,ADOLFO GONZALES CHAVES,paulbray@gmail.com
universidad-j.-f.-kennedy,farmacia,2020-09-26,colleen,ball,f,5.0,5736,COMANDANTE GRANVILLE,michelle48@hotmail.com
universidad-j.-f.-kennedy,diseño-industrial,2020-10-20,katherine,mcdonald,f,14.0,5300,AMILGANCHO,tiffanyweaver@gmail.com
universidad-j.-f.-kennedy,licenciatura-en-terapia-ocupacional,2021-01-23,tyler,sullivan,m,-16.0,7116,CAMARON CHICO,scottleonard@hotmail.com
universidad-j.-f.-kennedy,licenciatura-en-sociología-,2020-12-17,derek,guerra,m,-4.0,5417,9 DE JULIO,lesliewatson@gmail.com
