university,career,inscription_date,first_name,last_name,gender,age,postal_code,location,email
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,2020-12-11,ANGELA,KING,F,18.0,[5700],ALTO-BLANCO,JENNIFERRICHARDSON@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2020-12-31,JAMIE,JOHNSON,F,47.0,[3536],BOCAS,KIMBERLYEDWARDS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,2020-12-02,BETH,RIVERA,F,87.0,[6538],LA-DORITA,HLEE@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,2020-10-18,LEAH,SUTTON,F,9.0,[6476],CHICLANA,SHERRYSCHULTZ@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,2020-11-24,KATHRYN,ROBERTS,F,12.0,[1647],ZONA-DELTA-SAN-FERNANDO,CALEBBURNETT@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,2020-09-01,KENDRA,RUSSELL,F,11.0,[2454],CAÑADA-ROSQUIN,STEPHEN57@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2020-09-15,JENNIFER,MORRISON,F,114.0,"[2723, 3057]",ESTANCIA-LAS-GAMAS,EHULL@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-MUSICOTERAPIA,2020-09-14,JOSEPH,KIM,M,6.0,[3105],DIAMANTE,VASQUEZKEITH@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2020-09-03,MICHELLE,DEAN,F,57.0,[5757],SAN-LORENZO,SUSAN85@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2020-10-25,MELISSA,WILSON,F,87.0,[7303],ALTONA,OBRIENTREVOR@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-INDUSTRIAL,2021-01-13,ARIEL,NEWMAN,F,35.0,[5431],APEADERO-GUANACACHE,ALEXANDER93@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,2021-01-23,KRISTINA,ACOSTA,F,113.0,[6064],EDUARDO-COSTA,ECOFFEY@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,2021-02-01,KEVIN,SIMPSON,M,47.0,[9051],AGUADA-A-PIQUE,LANCE70@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,2020-10-03,DANIEL,WHITE,M,38.0,[9040],CAÑADON-BOTELLO,CHRISTINE06@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-EN-INFORMÁTICA,2021-01-04,DANIEL,SALAZAR,M,36.0,[5600],AGUA-DE-LA-MULA,IPRUITT@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,2020-11-27,JOSHUA,BRIDGES,M,109.0,[2605],OTTO-BEMBERG,SMITHWILLIAM@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,2021-01-23,ROBERT,MADDOX,M,97.0,[6330],ARTURO-ALMARAZ,WILSONRYAN@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2020-10-16,EDWARD,ANDERSON,M,43.0,[4411],SEY,CUMMINGSKRISTINE@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,2020-10-11,AMY,HOLLAND,F,61.0,[4184],BUSTAMANTE,TARA47@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,2020-11-11,SARAH,CARROLL,F,52.0,[3423],ARAÑITA,JENNIFER99@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,2020-11-28,SAMANTHA,ROBERTS,F,93.0,[3009],EL-TROPEZON,KINGJOHN@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,2020-11-30,BRITTNEY,COLE,F,44.0,[7245],CAMPO-SABATE,SULLIVANCHRIS@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,2021-01-22,ROBERT,CLINE,M,94.0,[2611],ESTACION-CHRISTOPHERSEN,STEVE62@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AGRONOMÍA,2020-11-26,CRYSTAL,SIMS,F,73.0,[8105],AGUARA,LEVANS@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,2021-01-05,TARA,VILLANUEVA,F,33.0,[2846],ANAHI,CODYADAMS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,2021-01-18,MICHAEL,JENKINS,M,14.0,[7545],HUANGUELEN,JGARCIA@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,2020-09-29,COURTNEY,JOHNSON,F,86.0,"[3540, 5738]",AVANZADA,YESENIA38@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-EN-INFORMÁTICA,2020-11-24,MICHAEL,PERKINS,M,32.0,[5517],CESPEDES,DAVIDROBERTS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,2021-01-14,BRIAN,ORTEGA,M,65.0,[6537],EL-CAMOATI,SHAWNPHAM@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-ELECTRÓNICA,2020-10-26,JAMES,JOHNSON,M,49.0,[6361],AGUSTONI,KYLEELLIOTT@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,2020-12-16,YVONNE,OROZCO,F,105.0,[3357],BARRA-BONITA,JENNIFERESPARZA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,2021-01-27,CINDY,ELLIS,F,21.0,[4728],CHUMBICHA,JOY10@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,BIOQUÍMICA,2020-10-07,VICTOR,FREEMAN,M,37.0,"[6305, 8371]",ATREUCO,PPARKER@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,2020-10-06,JOHN,PIERCE,M,77.0,[2905],GENERAL-ROJO,GDAVIS@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AGRONOMÍA,2020-10-04,JEFFERY,SILVA,M,82.0,[3025],COLONIA-CLARA,MOSSLINDSEY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,2021-01-11,TAYLOR,BRIDGES,M,20.0,[7220],FUNKE,JONESSHELBY@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,2020-12-22,CARMEN,SHAW,F,73.0,[4542],EL-PALMAR-DE-SAN-FRANCISCO,ROGERSREBECCA@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2020-12-29,MIGUEL,REESE,M,24.0,[3315],CAA-YARI,BJOHNSON@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,2020-10-30,MARIA,MURPHY,F,116.0,[4151],BAJO-DE-LOS-SUELDOS,FREDERICKDERRICK@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,2021-01-19,VANESSA,POWELL,F,2.0,[2142],CAMPO-MEDINA,SYLVIA73@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,2020-12-29,TERRY,SMITH,F,87.0,[3712],LOS-FRENTONES,ANGELA52@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,2020-09-10,MATTHEW,FRAZIER,M,105.0,[3136],ALCARAZ-NORTE,JAMESPETERSON@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,2020-12-05,CARMEN,BROWN,F,8.0,[3420],ACUÑA-CUE,BROWNMATTHEW@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-INDUSTRIAL,2020-12-13,DEBORAH,MCNEIL,F,52.0,[6740],CHACABUCO,LOPEZJEFFREY@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2020-11-23,ROBERT,YANG,M,37.0,[4728],CHUMBICHA,MATTHEWDUNCAN@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,2020-09-17,MELISSA,YU,F,100.0,[5545],AGUA-DE-DIAZ,TERESACASTILLO@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-ELECTRÓNICA,2020-09-05,VICTORIA,MOSES,F,73.0,[7021],ALZAGA,OLE@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,2020-09-23,RICHARD,JONES,M,4.0,[3358],CHEROGUITA,REBECCA88@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,2020-09-04,NANCY,MOONEY,F,90.0,[2136],SAN-GERONIMO,REEVESDANIEL@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,2021-01-17,RYAN,JORDAN,M,113.0,[8361],ISLA-GRANDE,BROWNTIFFANY@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,2020-11-23,MICHAEL,PATRICK,M,75.0,[1649],ZONA-DELTA-TIGRE,RANDYDIAZ@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,2021-01-25,BRANDON,HUBBARD,M,19.0,[3150],ALGARROBITOS-1RO,HSOTO@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,2020-09-09,LISA,HERRERA,F,108.0,[3531],COLONIA-ABORIGEN,FERGUSONCHERYL@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PSICOLOGÍA,2020-10-26,SAMANTHA,PETERSON,F,61.0,[9203],ALDEA-ESCOLAR,HARRISSTANLEY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,2020-09-16,CHAD,BOND,M,59.0,[2441],CRISPI,SUMMERRICH@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,2020-11-08,LISA,RUIZ,F,20.0,[9000],COMODORO-RIVADAVIA,MADISON25@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,2020-09-23,CASSANDRA,STRICKLAND,F,22.0,[1708],MORON,OHANNA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,2020-11-19,MICHAEL,ARCHER,M,18.0,[6443],ARANO,YVONNESMITH@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,2020-09-11,MARGARET,DAVIS,F,62.0,[3172],KILOMETRO-208,HGREEN@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2020-10-07,CHRISTOPHER,WASHINGTON,M,56.0,[6439],BONIFACIO,MULLENJENNIFER@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,2020-12-17,DIANE,REYNOLDS,F,11.0,[5501],CERRILLOS-AL-SUD,JONATHAN82@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,2021-01-22,CATHERINE,MCGRATH,F,71.0,[3465],ARROYO-CASCO,SCOTTGOLDEN@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,2020-09-09,JOHN,MULLINS,M,115.0,[6352],COLONIA-LA-INDIA,EFITZPATRICK@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,2021-01-11,MANUEL,CAMPBELL,M,100.0,[3200],COLONIA-LOS-SAUCES,SARAHTHOMAS@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-EN-INFORMÁTICA,2020-11-03,KEITH,CARTER,M,50.0,[2175],BARLETT,CHAVEZDAVID@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,2020-10-21,SCOTT,PUGH,M,100.0,[1722],MERLO,SARA81@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,2020-10-28,EMILY,ANDERSON,F,1.0,[5304],EL-TALA,EBAILEY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,2020-10-20,JAMIE,HENRY,F,15.0,[3241],CAMPO-DE-VILLAMIL,RWALTERS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,2020-09-14,RENEE,COLEMAN,F,43.0,[1886],RANELAGH,DEREKSIMMONS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,2020-11-27,DANIEL,RODRIGUEZ,M,51.0,[5509],AGRELO,MARTINEZCLAUDIA@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,2020-09-09,KAITLIN,LOZANO,F,111.0,[6212],ADOLFO-VAN-PRAET,QJOHNSON@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-MUSICOTERAPIA,2020-10-19,ASHLEY,MILLER,F,77.0,[2347],COLONIA-MACKINLAY,HENRYPAMELA@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,2020-12-18,EMILY,LOPEZ,F,50.0,[7637],LA-DULCE,WILLISLINDSEY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,2020-12-18,LORRAINE,LONG,F,102.0,"[4119, 4724, 4750, 5275, 5383]",AGUA-COLORADA,PEREZAARON@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,2020-12-10,VICTORIA,COLLINS,F,77.0,[3201],CAMBA-PASO,MARTINEZERICA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2020-09-06,CHRISTOPHER,THOMAS,M,40.0,[9220],CAÑADON-LA-MADERA,CASEYMATA@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ARQUITECTURA,2020-11-17,JENNA,HENRY,F,61.0,[6075],ARENAZA,LREEVES@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2021-01-20,STEPHANIE,TANNER,F,107.0,[4612],CARAHUNCO,BRENDA43@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,2021-01-20,APRIL,MEJIA,F,27.0,[3353],ARROYO-SANTA-MARIA,XRANDOLPH@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2020-09-27,MICHAEL,GREEN,M,93.0,[7500],EL-CARRETERO,LOGANSCHROEDER@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,2020-10-04,MARY,WHITE,F,53.0,[3155],COSTA-DEL-NOGOYA,SABRINA51@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,BIOQUÍMICA,2020-11-02,JOHN,WEBSTER,M,115.0,[3428],ESTACION-SALADAS,HBUTLER@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,2020-12-19,MEGHAN,PRICE,F,116.0,[6335],GRACIARENA,NICHOLAS25@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,2020-12-07,DAVID,BROWN,M,24.0,[5557],CARACOLES,WHITEAMY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,2021-01-01,BRIAN,CARPENTER,M,49.0,[4187],ANTA-CHICA,IHOGAN@HOTMAIL.COM
